,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,PopDensity,Housing,pcp,tmax,tmin,closest_weather_lat,closest_weather_lon,season,season_year,24_hour_sp_min,24_hour_sp_max,24_hour_sp_mean,24_hour_d2m_min,24_hour_d2m_max,24_hour_d2m_mean,24_hour_t2m_min,24_hour_t2m_max,24_hour_t2m_mean,24_hour_u10_min,24_hour_u10_max,24_hour_u10_mean,24_hour_v10_min,24_hour_v10_max,24_hour_v10_mean,24_hour_tp_min,24_hour_tp_max,24_hour_tp_mean,season_sp_min,season_sp_max,season_sp_mean,season_d2m_min,season_d2m_max,season_d2m_mean,season_t2m_min,season_t2m_max,season_t2m_mean,season_u10_min,season_u10_max,season_u10_mean,season_v10_min,season_v10_max,season_v10_mean,season_tp_min,season_tp_max,season_tp_mean,year_sp_min,year_sp_max,year_sp_mean,year_d2m_min,year_d2m_max,year_d2m_mean,year_t2m_min,year_t2m_max,year_t2m_mean,year_u10_min,year_u10_max,year_u10_mean,year_v10_min,year_v10_max,year_v10_mean,year_tp_min,year_tp_max,year_tp_mean,average_ndvi,percent_vegetated_below_0.5,range_-1_0,range_0_0.2,range_0.2_0.5,range_0.5_1,YEAR,MONTH_NUM,UniqueId,CalFireIncident,CanonicalUrl
1152,Lake,2018-09-03T13:58:00Z,2019-01-04T09:11:00Z,"Kelsey Creek Rd & Conklin Ln, Kelseyville",38.91842,-122.85276,Kelsey Fire,24.0,True,4.499930118798043,34714.0,0.16,83.4,53.2,39.0,-122.75,Autumn,2018,93585.43055,93747.17156,93667.80823,274.2427055,287.6279123,283.7544405,290.4778477,303.6530302,296.9793055,-0.838770808,1.764681933,0.577793188,-1.22156666,2.043453446,0.106546128,0.0,0.0,0.0,92108.57498321457,95465.86352200418,94102.11038749084,255.8474683321672,290.12569949718346,278.1513409322789,276.0649254053957,304.8027789629452,289.03549343093414,-3.6852783398246016,4.332565680628953,0.3150352989298653,-4.194294245634937,5.236734414910862,-0.5904113358339907,-0.0019283789319975,0.0020076901367731,-1.2749590020673924e-05,92108.57498321457,95494.28446546016,94168.75472740788,255.8474683321672,291.7871048634669,278.9723869265594,271.1902251999816,310.5961049832424,288.1998785629576,-3.6852783398246016,5.988005934020196,0.6803436298338826,-5.327891202884171,5.245034811041348,-0.4624608489283328,-0.0022616577852782,0.0020076901367731,-1.07880980001908e-05,0.3796926760206036,79.49000694439144,0.023651123046875,12.43743896484375,67.03376770019531,20.505142211914062,2018.0,9.0,1a3ccacd-e743-4a0b-97ab-4d99a133654e,True,/incidents/2018/9/3/kelsey-fire/
1175,Modoc,2018-09-02T14:53:00Z,2019-01-04T09:11:00Z,"East of Essex Reservoir, northeast of Canby.",41.52123,-120.72362,Essex Fire,15.0,False,0.1948502596972041,5266.0,0.06,76.3,40.2,41.5,-120.75,Autumn,2018,85135.10895,85451.87328,85296.24708,265.5329763,275.4084772,272.0730605,283.0138663,301.7348268,292.722302,-1.318952224,1.840760059,0.123444577,-2.895282251,-0.431250371,-1.583967884,0.0,0.0,0.0,83507.88074901195,86558.73984290357,85430.01929836399,252.4193354446215,284.2483102213069,270.47878590513415,266.005796750469,304.77344863679946,283.2592595776206,-5.585749439435496,6.6959277135217325,0.0401012362549089,-5.244294356141419,8.94523282892444,0.2695776787942736,-0.0018902981008237,0.0007802275560049,-1.9868179942963417e-06,83433.46955159995,86558.73984290357,85372.70821223194,246.32510643790627,287.95936732908984,271.87618992241715,260.7239916181527,309.9590502993579,283.64436636843044,-5.585749439435496,8.13696597647078,0.4583057988755512,-8.702002229926741,12.164600756677231,0.5239164951226213,-0.0018902981008237,0.0020692493751368,7.203810202483111e-08,0.1754379272460937,99.94814015219904,0.6969451904296875,69.75936889648438,29.4921875,0.0514984130859375,2018.0,9.0,e9d48e43-940e-4151-9ffb-20881d03c151,False,/incidents/2018/9/2/essex-fire/
1122,Lake,2018-09-02T14:02:00Z,2019-01-04T09:11:00Z,"Highland Springs Rd & Old Toll Rd, Kelseyville",38.981389,-122.97222,Ridge Fire,36.0,False,4.499930118798043,34714.0,0.16,83.4,53.2,39.0,-123.0,Autumn,2018,94672.66083,95020.94657,94809.18901,279.0947526,285.7517324,283.0023853,288.1056109,303.8747674,295.1976349,-0.776525069,2.619819826,0.637116012,-1.87789084,0.694639075,-0.686512256,0.0,0.0,0.0,93204.589911762,96607.35196008116,95251.80663882532,248.4893734657062,290.7524695763221,278.03169423045523,272.22851874553913,307.16797646333384,288.464704333906,-3.437777424590638,3.76889593156318,0.3179912386623759,-2.984215066897653,4.889303548306233,-0.6009494401442124,-0.0012735604290312,0.0019893655262834,-5.246353183487329e-06,93204.589911762,96703.98316783148,95333.07158929516,248.4893734657062,291.4639104075025,278.9710649774501,269.79879452763,311.7294287855119,287.8130133021656,-3.789021238425664,5.275144016490037,0.6148460842918935,-4.082831783311267,5.480410329884417,-0.5848298991127282,-0.0016489286220303,0.0019893655262834,-5.378082297355299e-06,0.3774554682712929,66.65353713426923,0.2468109130859375,25.033950805664062,41.455078125,33.26416015625,2018.0,9.0,9b9b6d81-9590-48a0-a750-fc7da05bfecc,True,/incidents/2018/9/2/ridge-fire/
1018,Santa Barbara,2018-09-01T14:22:00Z,2019-01-04T09:12:00Z,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir",34.576944,-119.61416,Ogilvy Fire,172.0,False,10.914233173961016,158304.0,0.0,80.8,54.5,34.5,-119.5,Autumn,2018,93629.35383,94082.02195,93794.58286,274.8271402,282.663315,280.2743349,290.7347813,303.0734629,296.4873382,-1.196930815,0.941654938,-0.289530378,-3.070183455,0.754520504,-1.258893739,0.0,0.0,0.0,93285.71878671812,95428.65792329816,94124.9488822297,259.8755244750334,290.4581870844696,279.3359045537272,279.7969161041736,302.70155439786777,290.6291352146419,-2.323282285333508,3.49076616055176,-0.0141749111858367,-3.6025945786188625,3.93179356611088,-0.2487592019749676,-0.0013216625315665,0.001571621671527,-4.563847444239114e-06,92884.72511177574,95428.65792329816,94214.065014126,255.81855636805537,293.1604231587789,279.50914352825936,273.6786100701822,311.42673981968835,289.6829478884628,-5.338742538004395,5.843259889781571,0.1384652469299568,-5.744096780284256,5.473295704629714,-0.3074463488844542,-0.0017170732672887,0.0032362980056969,-3.6995683720451385e-06,0.2534208709118413,99.59602047745116,0.000762939453125,30.681228637695312,68.91403198242188,0.4039764404296875,2018.0,9.0,c9001401-a2b0-4cae-9e03-e60509342a53,False,/incidents/2018/9/1/ogilvy-fire/
1038,San Bernardino,2018-08-31T17:58:00Z,2019-01-04T09:12:00Z,"Sterling Ave and Foothill Dr, City of San Bernardino",34.15475,-117.244366,Sterling,125.0,False,10.007056051014278,725898.0,0.15,100.6,75.7,34.25,-117.25,Summer,2018,89721.73248,90016.2768,89813.54074,269.5899444,278.5691744,274.7264216,289.4677112,305.039768,297.0116178,-0.830866587,1.87336497,0.405423539,0.2742833,2.792267754,1.506200425,0.0,0.0,0.0,89144.01220854378,90320.1225231944,89819.6265260887,263.84059383894163,293.96995815391017,283.319901055669,282.91179674084617,314.0113281596468,298.292812119076,-1.8939842906462527,3.951187024819333,0.5952879440840825,-1.979867135108844,4.852544651156937,1.458343991049715,-0.0020489205103748,0.0045642596221193,1.8518863394673103e-05,88864.97021824881,91099.37311831444,89867.66458373169,239.96653947359712,293.96995815391017,275.4579736091265,270.51797412472234,314.0113281596468,290.1037424437545,-3.262402524574555,5.89463732527924,0.2059746016504056,-6.34824704149606,5.619738407789003,0.567581898494482,-0.0029851935775808,0.0045642596221193,-9.243691303831582e-06,0.1550099989947151,98.9054297518094,1.7547607421875,75.14152526855469,22.028350830078125,1.0753631591796875,2018.0,8.0,0683b4a7-6a8c-4339-abc1-dfbe64dcb5a1,False,/incidents/2018/8/31/sterling/
1089,Lake,2018-08-30T15:44:00Z,2019-01-04T09:12:00Z,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",38.8275,-122.3625,Grade Fire,60.0,False,4.499930118798043,34714.0,0.0,87.7,59.2,38.75,-122.25,Summer,2018,97481.16679,97933.31816,97677.33589,284.1719,287.7879607,285.9180192,288.6499817,300.9030188,293.7995071,-0.630790997,2.358980538,0.779762498,0.756299161,3.170528664,1.910375369,-1.43e-05,0.0,-1.63e-06,96427.0081552424,98281.60390185098,97505.67212589392,257.66066151003776,290.0554847271976,282.3000813730633,285.6242653027998,314.0007692422344,298.87308127242574,-2.2304076903954133,5.615519526662094,0.9036552528742248,-5.294096732924335,4.279817318153402,0.8349018606482466,-0.0001972758848027,4.123037360172915e-05,-2.580529245528865e-07,95876.15859662308,99262.9015677216,97787.33720905035,243.70650854549183,290.3074318430293,278.38972197323443,271.21838231308146,314.0007692422344,290.67468938500366,-4.348244863265678,7.016542671579303,0.7548580551635017,-7.439749132654971,6.712426269823699,0.047910231911829,-0.0020274463574573,0.0014390545675159,-6.383477949934287e-06,0.2120294608321843,99.89493599237026,1.604461669921875,44.51789855957031,53.774261474609375,0.1033782958984375,2018.0,8.0,c203606a-d2eb-4ba2-97cc-2ee7403432b1,True,/incidents/2018/8/30/grade-fire/
1060,Madera,2018-08-27T23:19:00Z,2019-01-04T09:13:00Z,"Mammoth Road, 29 miles north of Clovis",37.179167,-119.431667,Redinger Fire,88.0,False,6.746613167658987,50968.0,0.01,88.8,58.4,37.25,-119.5,Summer,2018,88141.01128,88365.7951,88283.22365,272.6721663,281.1629906,278.4583882,286.7388177,301.5799627,294.5349162,-0.894594367,2.037377553,0.341922181,-0.876507335,2.572900142,0.504718107,0.0,0.0,0.0,87516.26726515648,89017.92656848457,88385.3354370339,268.3900979059676,290.5645418095952,279.58302875891576,278.4183907753261,309.5003239984393,296.7197555274531,-2.36428543097107,3.8247194912866087,0.5970116226788518,-2.2431082695328297,3.5778409596894405,0.1364701945147251,-5.153796700217012e-06,0.0003919748712553,8.383478177057691e-07,86936.99676308119,89571.35984923627,88400.60780855578,255.0214122146863,290.5645418095952,275.3332621206813,259.61530528984554,309.5003239984393,286.76231918935616,-3.354783105709788,4.282176272737009,0.0705597224646327,-3.0049660572238683,6.702347217379537,-0.0390380418986775,-0.0013013336668046,0.003033582002155,2.181169260886116e-05,0.331980058258655,93.35371584337186,2.1800994873046875,4.9930572509765625,86.32545471191406,6.501388549804688,2018.0,8.0,f6555118-f01e-4524-a14d-e01303a482db,False,/incidents/2018/8/27/redinger-fire/
1123,Riverside,2018-08-27T10:49:00Z,2019-01-04T09:13:00Z,"Hidden Falls Road, Winchester",33.640051,-117.085354,Winchester Fire,36.0,False,31.08067778498645,847661.0,0.22,101.0,76.2,33.75,-117.0,Summer,2018,92775.17529,93022.69587,92890.1294,280.9874537,288.3507114,285.0929956,290.6127672,303.7316355,296.4865072,0.497536529,2.956243226,1.436183338,-0.027495388,1.592860514,0.781892049,-2e-06,0.0,-1.67e-07,92158.18244815589,93292.43646426228,92795.63046234324,269.6488009149791,294.1485927893154,285.4460756915705,284.5355235962717,315.7746673675258,298.49316640801493,-2.067877149253748,4.216472436956336,1.2277587359382385,-2.639748627482484,3.880805418452181,0.7273648476980106,-8.532396759246968e-05,0.0009093587955492,3.691972268816879e-06,92024.86238612609,94114.060102353,92899.05314875966,242.06575458214544,294.1485927893154,277.9245517152907,271.70761215319163,315.7746673675258,291.03045217866577,-5.252784136306372,6.718652348453394,0.5661056448469454,-3.233226950812234,4.614797590562302,0.4339428135542147,-0.0021883593433196,0.0010061356446977,-5.418186993899995e-06,0.1263676662071078,98.06248355084917,1.43890380859375,91.56455993652344,5.0868988037109375,1.909637451171875,2018.0,8.0,e69be637-e9e9-4964-96ed-4d6a1a1c159d,True,/incidents/2018/8/27/winchester-fire/
1049,Lake,2018-08-26T18:04:00Z,2019-01-04T09:14:00Z,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks          ",39.02017,-122.57496,Cache Fire,103.0,False,4.499930118798043,34714.0,0.0,87.7,59.2,39.0,-122.5,Summer,2018,94864.88975,95061.76938,94954.54491,278.3110319,286.879299,284.1585196,288.2722071,303.3362627,295.6748882,-1.394536336,2.068500422,0.664863121,-0.204768134,2.089105625,0.669367333,0.0,0.0,0.0,93821.06601254328,95686.5133921078,94928.78562360938,258.58377922132263,291.48146409999896,281.6395077158019,283.54533178559313,313.89283364201816,298.7695043074518,-2.876577744539176,5.446566806083221,0.824149906476089,-4.635993896864371,3.614599856838736,0.1967283530304633,-4.1516695640632026e-05,0.000109661340899,1.8725046384643761e-07,93149.2982581295,96511.23749675736,95141.96174466974,246.77427445178648,291.48146409999896,277.71063088108974,271.25944476968544,313.89283364201816,289.733708370532,-4.040474264082525,6.578352428440528,0.6834468373144875,-6.718800440178472,5.993849119098766,-0.2427727674393475,-0.0024300151441519,0.0025577147735017,-1.15977748891923e-05,0.1820331349092371,99.99347278535448,0.64697265625,60.21652221679688,39.13002014160156,0.0064849853515625,2018.0,8.0,ef9c8f82-8607-4c53-9bdd-5196e6a1071c,True,/incidents/2018/8/26/cache-fire/
1109,Alameda,2018-08-26T14:23:00Z,2019-01-04T09:14:00Z,"I 580 and Paloverde Rd., Castro Valley",37.69926,-122.02805,Castro Fire,48.0,False,188.5076348829318,615030.0,0.0,82.2,57.4,37.75,-122.0,Summer,2018,99486.6519,99665.96222,99595.12517,283.273564,285.9954189,285.2374694,285.5667779,298.3806108,290.8457477,0.882867295,3.23733708,1.857021347,-0.563463824,1.423888164,0.875716169,-8.59e-07,0.0,-9.54e-08,98692.41572089632,100256.60109982756,99564.49987349112,272.08463389140087,290.128797207624,284.64301156288934,281.550869607686,307.2219442634419,292.25132869168726,-0.1861785741516173,6.2715698568631,2.2276216415466137,-2.3948869416331457,5.284165249942211,1.2712513115380095,-5.211061107996372e-05,0.0001228321546884,-3.138131042294081e-08,98015.4805222178,101277.17134211009,99809.2145703914,261.5648092352818,291.13968338139125,281.31903825745195,273.21519091708024,307.2219442634419,287.9735357664492,-3.008973443706245,7.721500368263666,1.2387111896593477,-6.878286622971382,6.493058657803712,0.703592457505331,-0.005079352970102,0.0033954930593258,-4.940362577610511e-07,0.3243746589211856,78.41721952838576,0.0087738037109375,33.652496337890625,44.757843017578125,21.580886840820312,2018.0,8.0,a2fbfcae-d658-41f4-88c6-98239d08ff29,True,/incidents/2018/8/26/castro-fire/
1135,Riverside,2018-08-25T11:58:00Z,2019-01-04T09:15:00Z,off High Country Drive in Moreno Valley,33.97902,-117.20534,Country Fire,32.0,False,31.08067778498645,847661.0,0.22,101.0,76.2,34.0,-117.25,Summer,2018,92245.51226,92586.56358,92419.03073,281.2146191,287.1105947,284.2286914,291.5665894,302.8564185,296.5680944,-0.671300129,2.726526808,0.770273316,0.142069847,1.77131903,0.987228039,-8.59e-07,0.0,-7.16e-08,91779.92552797828,92936.91629884944,92444.94752091172,269.31218304710563,293.84191945570063,285.1125494546937,284.7150251922833,315.61980324547653,298.05119239917457,-2.0614549698165403,4.461997296978851,0.8508291129501369,-1.5180093789910862,4.111437853792114,0.9369232668141816,-0.0004234702955344,0.0047180145570091,2.281460170204185e-05,91586.66311247768,93733.21946004302,92533.43576186008,243.35130441497503,293.84191945570063,277.5232140951375,272.24611694122655,315.61980324547653,290.7361757932373,-3.280681035280457,6.003814375711786,0.2263529529898201,-5.218207396874177,4.111437853792114,0.4596084586832285,-0.0027149055728583,0.0047180145570091,-4.0165164098558905e-06,0.1264225978477328,99.9824460310858,0.0362396240234375,91.97463989257812,7.971572875976562,0.017547607421875,2018.0,8.0,2bdeaf01-fe98-4f63-b2e8-4857815bc87c,True,/incidents/2018/8/25/country-fire/
995,Madera,2018-08-23T15:40:00Z,2019-01-04T09:15:00Z,"Road 29 & Road 607, southwest of Eastman Lake",37.197039,-120.002619,Eastman Fire,289.0,False,6.746613167658987,50968.0,0.01,88.8,58.4,37.25,-120.0,Summer,2018,97741.60598,98078.0066,97906.74888,281.5956375,286.4673035,284.3422311,290.2572836,305.7049798,298.2942329,0.374033078,2.726032794,1.255724213,-2.123938297,1.206892094,-0.752149615,0.0,0.0,0.0,96747.38969965512,98354.98161041002,97658.97858920124,268.3353716881845,291.01267725332855,282.262519295724,283.2954374068318,313.02348277505985,300.6547795641632,-1.9705564300898943,5.188691600989151,1.7042328114174794,-4.436784389732707,3.3365365864674543,-1.255721211242408,-8.01701708922492e-06,3.43586446681192e-06,3.8902450937654596e-10,96496.76865281611,99359.53277547187,97966.3889168666,258.0664615777502,291.01267725332855,278.947198698008,269.9102497669836,313.02348277505985,291.2802582985918,-6.359375054717707,6.371854658844128,0.7342528860712205,-5.289946534859092,6.552347201592897,-0.8120853916531621,-0.0033322158887287,0.0045482255879408,4.710160965741162e-06,0.119869187298943,99.98954683598213,1.4682769775390625,95.82138061523438,2.700042724609375,0.0102996826171875,2018.0,8.0,eeb859ef-dc44-48e2-a2d7-dce44bc47d01,True,/incidents/2018/8/23/eastman-fire/
1153,Riverside,2018-08-22T13:45:00Z,2019-01-04T09:15:00Z,"Hwy 60 and Jack Rabbit Trail, Beaumont",33.946896,-117.066643,Land Fire,23.0,False,31.08067778498645,847661.0,0.22,101.0,76.2,34.0,-117.0,Summer,2018,89349.67649,89565.15892,89470.98224,283.7361554,289.3998027,286.5354101,291.9936389,303.7574461,297.6444684,-0.20643314,3.28673846,1.251134001,-0.332238503,2.017366487,0.955113411,-8.59e-07,0.0,-8.35e-08,88687.2101355424,89841.10043985472,89354.68385610795,264.28769671252815,294.38195364250373,283.4556162207991,282.53519535313546,313.3285181669751,297.5381311377246,-1.9473377813553707,3.5297932509778738,0.9051954661980036,-1.582633891721299,3.6003706063293315,0.7253399613360801,-8.475132351466741e-05,0.000907068219238,3.6818576315731207e-06,88438.65606640928,90530.95424919506,89377.68769551805,238.71816216605413,294.38195364250373,275.2834498052135,270.4100385245062,313.3285181669751,289.75517401748925,-3.4382714383935,5.976643616554365,0.3187870522870288,-3.920381173328898,3.6003706063293315,0.279504549425657,-0.0021826329025415,0.0010032724243087,-5.400242838722286e-06,0.1328606699027267,97.62035910735732,0.273895263671875,90.64445495605467,6.708526611328125,2.3731231689453125,2018.0,8.0,f81830b2-ece2-4f59-87c7-fd43193bd996,True,/incidents/2018/8/22/land-fire/
1203,Riverside,2018-08-19T15:55:00Z,2019-01-04T09:16:00Z,off Scenic View Drive and Keller Road,33.627006,-117.171731,Keller Fire,10.0,False,31.08067778498645,847661.0,0.22,101.0,76.2,33.75,-117.25,Summer,2018,95986.7419,96409.43884,96117.15528,288.9898723,292.3839304,291.1433834,295.3384693,306.9345071,299.9772559,-0.269172893,2.783832409,1.221040327,0.508473048,1.558473158,0.874975063,0.0,8.59e-07,3.58e-08,95232.29504123876,96409.43884474234,95894.9179639205,272.66803602437176,294.50482948997904,287.10783506854284,286.7212195006487,318.0718185112564,299.00774891446054,-2.128146833202937,4.774214020387763,1.1732295013278335,-2.687772347951724,3.81677379115986,0.9395786309877832,-0.0001162467477937,0.0022974480401408,2.071166487919051e-06,95173.9029210474,97326.14345730394,96064.017080598,243.3926072208491,294.50482948997904,280.1708732971405,273.11077495600153,318.0718185112564,292.01430368354494,-4.550296508636318,6.746811135216539,0.4734035035856951,-4.360895053682549,4.7393035325195925,0.614577003337572,-0.0022925805654795,0.0022974480401408,-3.473550461200434e-06,0.1349436142865349,99.76601322836105,1.2035369873046875,87.55302429199219,11.01226806640625,0.231170654296875,2018.0,8.0,23f8d2d9-0e9e-4f07-b830-8c02cf74b5d0,True,/incidents/2018/8/19/keller-fire/
963,Santa Barbara,2018-08-19T13:37:00Z,2019-01-04T09:16:00Z,off Highway 166 and Sierra Madre Road,35.11416667,-120.09222222,Front Fire,1014.0,False,10.914233173961016,158304.0,0.0,85.8,57.8,35.0,-120.0,Summer,2018,92996.85865,93407.67047,93188.39859,281.9167668,289.6465869,286.5414764,292.0628585,303.6283927,298.0292334,-1.78480724,2.801616906,0.503341191,-2.217614196,-0.231447979,-1.18485717,0.0,0.0,0.0,92176.2685030824,93482.59841320405,92935.22822024972,264.4198656913251,292.1154621701656,283.9223140770501,280.9783416413221,308.5652732009146,296.16181674161425,-3.489648873891169,3.977863770173892,0.4931599873440069,-4.784215256337336,3.991674995337958,-0.3972488748027308,-0.000115387781677,0.000109661340899,-1.2254272045348392e-07,91551.52449147755,94276.83459669174,93058.6287827378,255.59345607604183,292.1154621701656,279.29391123567325,269.2755415091908,308.5652732009146,288.892078009992,-4.371463512000201,5.933170401902491,-0.0631469178966539,-6.38974902214849,7.512821610977708,-0.4235877331364729,-0.0036385804703526,0.0017494276576845,-6.6905550681390735e-06,0.2284993489583333,99.90386962890624,0.0,36.3800048828125,63.52386474609375,0.09613037109375,2018.0,8.0,8dd81979-48ba-48db-bb24-e4f1bf85d262,False,/incidents/2018/8/19/front-fire/
1025,Shasta,2018-08-19T07:32:00Z,2019-01-04T09:16:00Z,"off Highway 36 west and Beegum Gorge road, Platina area",40.36888889,-122.89055556,Gorge Fire,155.0,False,4.338396155796489,79192.0,0.0,89.9,56.1,40.25,-123.0,Summer,2018,89629.23523,89906.72698,89767.01221,273.7501695,283.7640348,277.5834141,288.794287,305.7436958,297.3004237,-0.873351774,1.380833209,0.275394989,-0.191131769,0.761042244,0.290266503,0.0,0.0,0.0,88308.43647093831,90032.8126220759,89413.30930700275,261.7165970468689,290.93007164158047,278.85799803259613,276.185766349116,309.3947348243148,295.4618320364061,-2.5065614061953845,5.2128982773294,0.6469244683424918,-3.81247602363258,3.064995055912983,-0.2526844477476325,-0.0002637025978277,0.0012646844458252,3.770944244220231e-07,87325.58857178825,90653.93942269545,89446.18423386509,245.6828478065649,290.93007164158047,274.82716519057794,267.2036472702591,309.3947348243148,285.95200812607425,-4.091357685777332,6.078410459943979,0.4374226624277554,-4.148642066917264,4.192070273345407,-0.106856149637151,-0.0016202964181402,0.0038587621182674,-1.644544234096727e-05,0.4270050048828125,72.19619750976562,0.0,2.1366119384765625,70.05958557128906,27.80380249023437,2018.0,8.0,5dbbbc9f-deec-4c33-a172-19614492d860,True,/incidents/2018/8/19/gorge-fire/
983,Kern,2018-08-18T15:17:00Z,2019-01-04T09:16:00Z,"off Cow Flat Road and Highway 178, west of Lake Isabella",35.51777778,-118.6525,Call Fire,367.0,False,10.170699506043569,300359.0,0.0,95.2,66.3,35.5,-118.75,Summer,2018,92176.2685,92406.21977,92315.20816,276.6929945,284.4537917,281.1713372,295.760826,306.6611484,302.0285701,-1.092693902,3.159776913,0.603934752,-1.172357169,0.12606194,-0.591576475,0.0,0.0,0.0,91108.15777356444,92574.67845589244,91945.42814268808,256.7323809480186,289.2779594066187,279.3987566085104,283.3693498287189,310.0200573777409,299.61956676554394,-3.3755316854300004,4.01985494341718,0.8646062361108461,-3.3523969238284974,1.5122280940742046,-0.6000871200719273,-8.589661167016788e-07,0.0003662058877542,4.983403965109492e-07,90575.39426987166,93329.64206296828,92078.0201094358,249.96181849511584,289.2779594066187,275.49742545050105,269.42923241819426,310.0200573777409,289.96231335214964,-4.941555440503183,5.942062650354011,0.4031465636495785,-5.0658358393359695,2.118749897037576,-0.4863035066978012,-0.003279246311532,0.0034908382982798,1.0018100900598613e-05,0.2779851277669271,92.82363421562742,0.2254486083984375,29.099655151367188,63.51470947265625,7.160186767578125,2018.0,8.0,5eab06a3-5deb-4934-98a7-7c42eb86cbf9,False,/incidents/2018/8/18/call-fire/
1140,Contra Costa,2018-08-17T19:19:00Z,2019-01-04T09:17:00Z,"off Highway 4 and Alhambra Ave, Martinez",37.99618,-122.14097,Alhambra Fire,30.0,False,133.0143319463708,415893.0,0.0,84.5,57.8,38.0,-122.25,Summer,2018,100393.5384,100698.9343,100562.0616,283.1465579,286.504476,284.7692849,286.5909929,298.8979977,291.8168259,1.742451312,4.304406894,2.748592757,0.536931549,2.207682713,1.492712282,-2.86e-06,0.0,-3.34e-07,99303.7243774129,100911.83303259428,100220.62066283922,271.5032968987237,289.10035734136034,284.15548974102734,282.7850897318968,309.0451173366581,292.31342237363856,-0.535940346578057,7.284298152730616,2.6775328543821915,-2.0634639818515965,5.163809506050163,1.8295300156794423,-4.008508544612634e-05,5.296957719666713e-05,-1.163961332053495e-06,98616.45429020491,101992.86237277402,100483.24272773648,250.33870659871653,291.2584289482791,281.0400303777546,273.5178798829038,309.0451173366581,288.2682158121653,-4.0755492440857415,7.976411490540562,1.569000471901096,-7.204373613811904,6.594442067683219,0.829608565304594,-0.0018301704726545,0.0015364040607422,-5.682152380448283e-06,0.3039033179189644,86.95831519123679,0.122833251953125,33.18367004394531,53.66783142089844,13.025665283203123,2018.0,8.0,f012f0ea-4102-47dc-9c6d-609ebac85142,False,/incidents/2018/8/17/alhambra-fire/
1128,Kern,2018-08-17T18:47:00Z,2019-01-04T09:16:00Z,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",35.17156,-118.51651,Marcel Fire,34.0,False,10.170699506043569,300359.0,0.0,95.2,66.3,35.25,-118.5,Summer,2018,89717.08178,89993.54005,89865.60274,277.6522521,286.1028062,281.9289426,293.299425,304.8121647,299.1450568,0.822103597,3.477921802,1.727672066,-0.703977673,0.998789305,0.066847507,0.0,0.0,0.0,88655.17198110111,90135.64476294386,89523.31127678801,267.12726461636873,290.71942733162285,280.7205862236872,280.775375784394,308.27431636554934,297.4735061211037,-1.019579859580154,5.85215213823309,1.986144651868928,-2.584610281758541,2.216575994289733,-0.0244179153031999,-0.0003558982943538,0.0006894634696733,8.217494386390482e-07,88259.34575042344,90879.75673706376,89592.5326852528,239.64644272807328,290.71942733162285,275.36342578141296,267.52745407090754,308.27431636554934,288.531253927036,-6.616262232206052,6.892051193258027,1.1440245340461883,-3.702792217622586,2.976062240229204,-0.0743638618491231,-0.0019026099484965,0.0020798432905761,1.1737242485081837e-07,0.1961624743891697,99.79055873892707,0.006866455078125,63.22288513183594,36.560821533203125,0.2094268798828125,2018.0,8.0,b03ec37e-8596-4e7e-8826-729957a794f8,True,/incidents/2018/8/17/marcel-fire/
1044,Kern,2018-08-16T16:06:00Z,2019-01-04T09:17:00Z,"off Pine Mountain Road and Granite Road, north of Bakersfield",35.56888889,-118.80138889,Pine Fire,114.0,False,10.170699506043569,300359.0,0.0,95.2,66.3,35.5,-118.75,Summer,2018,91757.18877,92263.08157,91967.3961,277.3879142,284.7036737,281.6810827,294.9489626,305.6111228,300.888207,-1.286841327,2.997246371,0.804957202,-1.100025145,0.127247711,-0.412747405,0.0,0.0,0.0,91108.15777356444,92574.67845589244,91945.42814268808,256.7323809480186,289.2779594066187,279.3987566085104,283.3693498287189,310.0200573777409,299.61956676554394,-3.3755316854300004,4.01985494341718,0.8646062361108461,-3.3523969238284974,1.5122280940742046,-0.6000871200719273,-8.589661167016788e-07,0.0003662058877542,4.983403965109492e-07,90575.39426987166,93329.64206296828,92078.0201094358,249.96181849511584,289.2779594066187,275.49742545050105,269.42923241819426,310.0200573777409,289.96231335214964,-4.941555440503183,5.942062650354011,0.4031465636495785,-5.0658358393359695,2.118749897037576,-0.4863035066978012,-0.003279246311532,0.0034908382982798,1.0018100900598613e-05,0.1871402216892616,99.9248504638672,0.0,70.29571533203125,29.629135131835938,0.0751495361328125,2018.0,8.0,471980a3-9ffb-4b1f-8e51-eabb9736b51b,True,/incidents/2018/8/16/pine-fire/
