,UniqueId,CalFireIncident,CanonicalUrl,AcresBurned,MajorIncident,started_year,started_month,Started,Extinguished,Location,Latitude,Longitude,Counties,Name
20,9fb847ce-44c7-4a11-a733-a6cc82838671,False,/incidents/2013/10/5/deluz-fire/,2236.0,False,2013.0,10.0,2013-10-05T12:45:00Z,2013-10-09T19:00:00Z,"On Camp Pendleton, west of Fallbrook",33.341,-117.3092,San Diego,DeLuz Fire
21,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,False,/incidents/2013/8/24/fish-fire/,2060.0,False,2013.0,8.0,2013-08-24T14:31:00Z,2013-09-24T20:15:00Z,Golden Trout Wilderness on the Sequoia National Forest.,36.208,-118.444,Tulare,Fish Fire
22,abc61995-8bea-4be1-aa49-ee378ab3baaa,False,/incidents/2013/5/27/white-fire/,1984.0,False,2013.0,5.0,2013-05-27T14:45:00Z,2013-05-30T19:30:00Z,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",34.55048,-119.82429,Santa Barbara,White Fire
23,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,True,/incidents/2013/6/16/carstens-fire/,1708.0,True,2013.0,6.0,2013-06-16T14:12:00Z,2013-06-26T11:15:00Z,"Off Carstens Road, east of 140 in the Midpines area.",37.58202,-119.91071,Mariposa,Carstens Fire
24,4867ac70-663e-48f4-b9ae-ca0a486234ca,True,/incidents/2013/8/5/falls-fire/,1383.0,False,2013.0,8.0,2013-08-05T10:10:00Z,2013-08-09T18:45:00Z,"Ortega Highway, west of Lake Elsinoire",33.62236,-117.40288,Riverside,Falls Fire
25,07a5397c-a665-4f84-9a82-5f689cb2c8f3,True,/incidents/2013/5/26/general-fire/,1271.0,True,2013.0,5.0,2013-05-26T12:04:00Z,2013-05-31T06:15:00Z,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",33.04458,-116.5209,San Diego,General Fire
26,1e8441c2-f426-40b4-9f4f-3de9f7e232b9,False,/incidents/2013/8/5/power-fire/,1070.0,False,2013.0,8.0,2013-08-05T06:00:00Z,2013-08-14T08:30:00Z,"Near Beardsley Lake, northeast of Sonora",38.25108,-120.02778,Tuolumne,Power Fire
28,5421868e-52ba-4737-8169-325e0aa040e4,False,/incidents/2013/8/18/shirley-fire/,794.0,False,2013.0,8.0,2013-08-18T23:12:00Z,2013-08-24T13:45:00Z,Lower Kern River Canyon area off Highway 178,35.707,-118.588,Kern,Shirley Fire
29,591a56a5-e9c0-45a0-96bd-34098588c39b,True,/incidents/2013/7/19/rancho-fire/,712.0,True,2013.0,7.0,2013-07-19T12:00:00Z,2013-07-22T18:45:00Z,West side of Interstate 5 in Lebec (Kern County),34.882,-118.9194,Kern,Rancho Fire
30,39af7eac-c188-411f-8c8a-d165c5fca4a9,True,/incidents/2013/5/17/lake-fire/,712.0,False,2013.0,5.0,2013-05-17T13:23:00Z,2013-05-18T19:00:00Z,I-5 Southbound at Lake Hughes Road,34.49149,-118.610044,Los Angeles,Lake Fire
31,86faecab-ed3a-4fce-95cf-89433a825c72,True,/incidents/2013/7/23/water-fire/,612.0,False,2013.0,7.0,2013-07-23T09:15:00Z,2013-07-25T18:30:00Z,West side of Interstate 5 at Tejon Ranch,34.90327,-118.93388,Kern,Water Fire
32,d778a3f0-2d23-43c1-b9bc-1ea33898fab2,False,/incidents/2013/7/8/kyburz-fire/,572.0,False,2013.0,7.0,2013-07-08T12:45:00Z,2013-07-11T18:30:00Z,"Off Hwy 50 at 30 Mile Tract, Kyburz",38.774,-120.298,El Dorado,Kyburz Fire
33,6011819c-19ac-46c2-aa48-0ee8be0e48c0,True,/incidents/2013/6/28/mills-fire/,534.0,True,2013.0,6.0,2013-06-28T14:30:00Z,2013-07-01T06:00:00Z,"south of Highway 38 & Bryant Street, northwest of Yucaipa ",34.071556,-117.048397,San Bernardino,Mills Fire
34,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6,False,/incidents/2013/8/18/plumas-lightning-complex-hough/,513.0,False,2013.0,8.0,2013-08-18T18:30:00Z,2013-08-25T13:15:00Z,Keddie Ridge/North Arm areas of Indian Valley near Taylorsville,40.00842,-120.764666,Plumas,Plumas Lightning Complex (Hough)
35,958ce6d2-97f9-4848-8620-d14ab87f329d,True,/incidents/2013/5/4/gorgonio-fire/,510.0,False,2013.0,5.0,2013-05-04T11:43:00Z,2013-05-05T18:45:00Z,"Highway 243, south of Banning and north of Pine Cove",33.894055,-116.855019,Riverside,Gorgonio Fire
36,8b51033d-abc6-4ea4-8983-990ad4e1c45e,True,/incidents/2013/7/3/fox-fire-formally-3-7-fire/,502.0,False,2013.0,7.0,2013-07-03T22:56:00Z,2013-07-05T18:30:00Z,5 miles northwest of Aiden,41.2415,-121.035,Modoc,Fox Fire (formally 3-7 Fire)
37,213dc89e-9f29-4480-91a6-aec5fb694999,False,/incidents/2013/6/1/branch-fire/,500.0,False,2013.0,6.0,2013-06-01T17:27:00Z,2013-06-03T18:30:00Z,"west of the Carrizo Plain, Los Padres National Forest",35.15832,-120.05131,San Luis Obispo,Branch Fire
38,522114fe-ada8-49a9-9bb2-5891103ff0ca,True,/incidents/2013/7/1/kirker-fire/,492.0,False,2013.0,7.0,2013-07-01T13:19:00Z,2013-07-01T18:40:00Z,Kirker Pass Road south of Pittsburg,37.96866,-121.91453,Contra Costa,Kirker Fire
39,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,True,/incidents/2013/6/16/rolling-fire/,482.0,True,2013.0,6.0,2013-06-16T18:17:00Z,2013-06-18T19:30:00Z,"off Hwy 41 & Road 145, northwest of Friant ",37.015575,-119.78106,Madera,Rolling Fire
40,b202bd85-c5ef-4bdf-8270-d556f95c3742,False,/incidents/2013/8/20/gobblers-fire/,413.0,False,2013.0,8.0,2013-08-20T13:32:00Z,2013-08-20T13:32:00Z,upper end of Lytle Creek,34.302,-117.598,San Bernardino,Gobblers Fire
41,094719ba-a47b-4abb-9ec5-a506b2b9fd23,True,/incidents/2013/2/24/river-fire/,406.0,True,2013.0,2.0,2013-02-24T08:16:00Z,2013-02-28T20:00:00Z,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",36.602575,-118.01651,Inyo,River Fire
42,1f94fce5-49a5-4220-bc99-f003ab4d3e60,True,/incidents/2013/10/3/putah-fire/,376.0,True,2013.0,10.0,2013-10-03T20:33:00Z,2013-10-04T16:55:00Z,off Berryessa Knoxville Rd near Lake Berryessa,38.628,-122.289,Napa,Putah Fire
43,ca68f3c4-4906-4952-b794-4531d7da8369,True,/incidents/2013/5/3/tres-pinos-fire/,354.0,False,2013.0,5.0,2013-05-03T11:42:00Z,2013-05-03T18:45:00Z,"Highway 25 and Horizon Rd, Community of Tres ",37.160346,-120.937494,San Benito,Tres Pinos Fire
45,d922e7c8-814a-412b-a40b-53072d0983ea,True,/incidents/2013/10/4/summit-fire/,305.0,True,2013.0,10.0,2013-10-04T17:37:00Z,2013-10-05T22:00:00Z,off District Center Dr & Fortune Way in Palermo,39.439,-121.497,Butte,Summit Fire
46,0b51d59b-457d-4a62-b066-55c2b8d400e2,True,/incidents/2013/5/30/shelton-fire/,303.0,False,2013.0,5.0,2013-05-30T11:20:00Z,2013-05-30T13:25:00Z,off North Shelton Rd in the Linden Peters area,38.04993,-120.90325,San Joaquin,Shelton Fire
47,1a5192f1-bc99-4130-8683-381e0534b76a,True,/incidents/2013/6/3/lone-fire/,298.0,True,2013.0,6.0,2013-06-03T13:49:00Z,2013-06-03T20:00:00Z,Palermo Road and Lone Tree Road near Palermo,39.434183,-121.576804,Butte,Lone Fire
49,95399a9c-8b3e-4413-9f56-5ed57d3d81b3,True,/incidents/2013/7/1/concord-fire/,274.0,False,2013.0,7.0,2013-07-01T15:41:00Z,2013-07-01T18:30:00Z,off Concord Ave & Vineyard Parkway in Brentwood,39.90465,-121.74367,Contra Costa,Concord Fire
50,357ffc13-bef9-48eb-810f-c5de851972eb,True,/incidents/2013/4/30/gold-fire/,274.0,False,2013.0,4.0,2013-04-30T12:59:00Z,2013-05-01T07:00:00Z,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,37.116295,-119.635004,Madera,Gold Fire
51,eb5a3f2a-0c25-417a-af78-bb0d643247c7,False,/incidents/2013/9/23/madre-fire/,268.0,False,2013.0,9.0,2013-09-23T18:00:00Z,2013-09-28T08:00:00Z,San Gabriel Canyon 1/4 mile west of the entrance station,34.149,-117.908,Los Angeles,Madre Fire
52,f6f6fefa-ac4e-466f-815e-492416e37b98,True,/incidents/2013/9/9/lyon-fire/,263.0,True,2013.0,9.0,2013-09-09T13:09:00Z,2013-09-12T18:15:00Z,"Four Corners, Lyons Valley Road, east of Lyons Peak",32.710918,-116.746023,San Diego,Lyon Fire
53,62eabea3-40be-497d-94e4-150f011b925f,False,/incidents/2013/8/8/sharp-fire/,243.0,False,2013.0,8.0,2013-08-08T12:15:00Z,2013-08-13T23:45:00Z,Sheep canyon just south of Wrightwood,34.35,-117.62,San Bernardino,Sharp Fire
54,2ad509e4-99f1-4e1a-81eb-839f772f9c45,True,/incidents/2013/6/8/vasco-fire/,240.0,False,2013.0,6.0,2013-06-08T10:16:00Z,2013-06-08T13:25:00Z,"off Vasco Road & North Vasco Road, north of Livermore",37.775057,-121.737213,Alameda,Vasco Fire
55,fe47b1c2-b9c0-44be-8d10-f270056db35c,True,/incidents/2013/6/13/pfe-fire/,237.0,False,2013.0,6.0,2013-06-13T11:28:00Z,2013-06-13T14:15:00Z,"PFE Road and Watt Avenue, West Roseville",38.729297,-121.380862,Placer,PFE Fire
57,5649e78d-7c26-4698-89a0-b0fa9a35cf78,True,/incidents/2013/5/1/306-fire/,217.0,True,2013.0,5.0,2013-05-01T19:00:00Z,2013-05-05T18:00:00Z,2 miles south of the community of Elk Creek,39.514139,-122.560862,Glenn,306 Fire
59,f7358513-329f-4dba-8980-4cd3a19b469a,False,/incidents/2013/9/24/sierra-fire/,200.0,False,2013.0,9.0,2013-09-24T15:51:00Z,2013-09-30T08:30:00Z,in the Cajon Pass west of I-15 near Glen Helen Road,34.2,-117.417,San Bernardino,Sierra Fire
60,c94959d7-eb88-4724-8feb-ba0662afca10,True,/incidents/2013/7/4/vina-fire/,200.0,False,2013.0,7.0,2013-07-04T07:30:00Z,2013-07-04T10:30:00Z,"Tehama-Vina Rd and Sherman Rd, Los Molinos",40.012398,-122.079871,Tehama,Vina Fire
61,f21a41c6-0905-4531-9bdf-2456d0051eed,True,/incidents/2013/8/19/burney-lightning-series-warner-fire/,196.0,True,2013.0,8.0,2013-08-19T17:48:00Z,2013-08-23T19:15:00Z,Fall River Mills and McAruther area,40.5445,-121.3754,Shasta,Burney Lightning Series (Warner Fire)
62,4423899b-6197-4ef5-9f73-bca1763f17e6,True,/incidents/2013/7/19/paskenta-fire/,195.0,False,2013.0,7.0,2013-07-19T13:32:00Z,2013-07-19T15:00:00Z,West of Corning,39.961309,-122.330879,Tehama,Paskenta Fire
63,79d476e5-0b4d-48e2-a105-2bba5c1140e9,True,/incidents/2013/11/21/silverado-fire/,190.0,True,2013.0,11.0,2013-11-21T21:39:00Z,2013-11-23T18:30:00Z,Off Silverado Trail in the Soda Canyon area near Napa,38.382,-122.311,Napa,Silverado Fire
64,cb5f34a0-177e-445d-9349-dd94063a01d0,True,/incidents/2013/5/28/olive-fire/,170.0,False,2013.0,5.0,2013-05-28T15:24:00Z,2013-05-29T10:30:00Z,"Hwy 246 and Meadowvale, East of Solvang ",34.611824,-120.074655,Santa Barbara,Olive Fire
65,0aa08938-eaab-4a60-8891-946197328f94,True,/incidents/2013/11/4/capay-fire/,163.0,False,2013.0,11.0,2013-11-04T11:41:00Z,2013-11-04T15:35:00Z,"Off County Road 23 & County Road 81, Southwest of Esparto",38.67479,-122.08725,Yolo,Capay Fire
66,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,True,/incidents/2013/7/19/50-fire/,163.0,False,2013.0,7.0,2013-07-19T14:12:00Z,2013-07-19T17:15:00Z,South of Hwy 50 at the El Dorado and Sacramento County line,38.63987,-121.08438,El Dorado,50 Fire
67,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,True,/incidents/2013/7/19/50-fire/,163.0,False,2013.0,7.0,2013-07-19T14:12:00Z,2013-07-19T17:15:00Z,South of Hwy 50 at the El Dorado and Sacramento County line,38.63987,-121.08438,Sacramento,50 Fire
68,1460f2d9-853b-4901-bed3-ac196e00bb3a,True,/incidents/2013/10/4/crane-fire/,159.0,False,2013.0,10.0,2013-10-04T12:25:00Z,2013-10-05T07:45:00Z,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",38.34599,-122.6503,Sonoma,Crane Fire
69,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,True,/incidents/2013/7/26/lakeville-fire/,158.0,False,2013.0,7.0,2013-07-26T13:45:00Z,2013-07-26T17:45:00Z,"Off Lakeville Hwy, 6 miles SE of Petaluma",38.17693,-122.51253,Sonoma,Lakeville Fire
71,d48a839f-d8da-44d7-9b35-b9f61aa28c61,True,/incidents/2013/7/16/redlands-fire/,150.0,False,2013.0,7.0,2013-07-16T17:48:00Z,2013-07-17T07:45:00Z,"Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley",33.990128,-117.164997,Riverside,Redlands Fire
72,873074c8-4b6d-417b-a78c-1d1430027805,True,/incidents/2013/7/12/diablo-fire/,150.0,False,2013.0,7.0,2013-07-12T15:35:00Z,2013-07-13T21:45:00Z,"off Diablo Grande Parkway, west of I-5, southwest of Patterson",37.436,-121.1955,Stanislaus,Diablo Fire
73,23ec2f69-da30-4983-80c2-1f04bfea6f9a,True,/incidents/2013/6/25/george-fire/,150.0,False,2013.0,6.0,2013-06-25T13:36:00Z,2013-06-25T17:15:00Z,off Bronco Lane in Squaw Valley,36.7218,-119.2248,Fresno,George Fire
75,794412f2-1ba2-4217-ac38-49272a96fb6f,True,/incidents/2013/5/28/magic-fire/,149.0,False,2013.0,5.0,2013-05-28T11:30:00Z,2013-05-29T15:30:00Z,off Magic Mtn Parkway in Valencia,34.419284,-118.58688,Los Angeles,Magic Fire
76,d332a628-6290-4e91-b8d0-4dc663b80c38,False,/incidents/2013/9/8/angora-fire/,134.0,False,2013.0,9.0,2013-09-08T11:53:00Z,2013-09-24T20:15:00Z,Golden Trout Wilderness,36.258,-118.459,Tulare,Angora Fire
77,64e4f81e-d872-44c4-ba8d-111fa77124ba,True,/incidents/2013/5/1/yellow-fire/,125.0,True,2013.0,5.0,2013-05-01T02:01:00Z,2013-05-03T06:15:00Z,"Hwy 128 & Yellow Jacket Ranch Rd in Knights Valley, northwest of Calistoga",38.638828,-122.655616,Sonoma,Yellow Fire
78,2b403f03-fe84-450a-90b7-befb8acc7e70,True,/incidents/2013/6/18/california-fire/,124.0,False,2013.0,6.0,2013-06-18T15:18:00Z,2013-06-18T22:30:00Z,"Off Lake Herman Rd, west of Hwy 680 in Benicia",38.08744,-122.13802,Solano,California Fire
79,f9e85371-fc46-4f54-822c-7dcdaadde551,True,/incidents/2013/6/4/152-fire/,124.0,False,2013.0,6.0,2013-06-04T15:42:00Z,2013-06-05T08:30:00Z,Hwy 152 in San Luis Creek Reservoir,37.03776,-121.006939,Merced,152 Fire
80,9795afee-7e60-4ab3-b5c3-7df67f91c5f9,True,/incidents/2013/5/25/smiley-fire/,124.0,False,2013.0,5.0,2013-05-25T14:59:00Z,2013-05-25T23:00:00Z,"Off Smiley Blvd & Vista Suelto Rd, north of Moreno Valley",33.963591,-117.187934,Riverside,Smiley Fire
81,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,True,/incidents/2013/11/8/cantwell-fire/,120.0,True,2013.0,11.0,2013-11-08T13:42:00Z,2013-11-10T18:30:00Z,"South of Morgan Valley Rd and East of Hwy 29, Community of Lower Lake",38.882214,-122.567525,Lake,Cantwell Fire
82,db009f8f-8b9d-44bb-a3f6-83f319c84d72,True,/incidents/2013/8/16/union-fire/,116.0,True,2013.0,8.0,2013-08-16T13:55:00Z,2013-08-16T17:55:00Z,"off Koki Ln and Pleasant Valley Rd, northwest of Diamond Springs",38.682378,-120.839075,El Dorado,Union Fire
83,c7f05927-66a4-403c-9048-aeb42eca0211,False,/incidents/2013/8/17/cleghorn-fire/,110.0,False,2013.0,8.0,2013-08-17T17:25:00Z,2013-08-18T20:55:00Z,I-15 Cajon Pass south of Cleghorn Road,34.287,-117.451,San Bernardino,Cleghorn Fire
84,a2cfda2a-21c1-4e45-90b5-37d931b4a926,True,/incidents/2013/6/13/clinton-fire/,108.0,False,2013.0,6.0,2013-06-13T11:54:00Z,2013-06-13T21:30:00Z,"Clinton and Highland, East of Fresno",36.772425,-119.628389,Fresno,Clinton Fire
85,58317b8d-7f4d-466f-b2c7-035c25fb00f0,True,/incidents/2013/6/29/freeman-fire/,105.0,False,2013.0,6.0,2013-06-29T14:09:00Z,2013-06-29T18:30:00Z,"off Hwy 198, 10 miles east of King City",36.1531,-120.8973,Monterey,Freeman Fire
87,98bfbb7c-8446-4e2e-a268-7e961353723c,True,/incidents/2013/6/2/murphy-fire/,100.0,False,2013.0,6.0,2013-06-02T13:30:00Z,2013-06-02T16:55:00Z,off Lime Kiln Rd,37.91529,-120.33313,Tuolumne,Murphy Fire
88,e077e091-f890-477c-b948-eb23774b432e,True,/incidents/2013/5/22/border-fire/,100.0,False,2013.0,5.0,2013-05-22T16:14:00Z,2013-05-23T08:30:00Z,Off Alta Rd in the Otay Mesa area,32.564465,-116.900368,San Diego,Border Fire
89,b20a2031-12c9-4e9c-9f44-ac82c26e6c66,True,/incidents/2013/9/28/highland-fire/,98.0,False,2013.0,9.0,2013-09-28T13:57:00Z,2013-09-29T18:15:00Z,"off Highland Springs Rd, southeast of Kelseyville",38.9252,-122.966,Mendocino,Highland Fire
90,308ce8d5-67c8-4edb-9e2f-bf6295f98d7e,False,/incidents/2013/9/5/davis-creek-complex/,97.0,False,2013.0,9.0,2013-09-05T15:57:00Z,2013-09-24T20:15:00Z,"Both sides of Davis Creek near Hwy 395, south of Goose Lake ",41.73325,-120.375,Modoc,Davis Creek Complex
91,b5109726-5e91-4c10-96f8-2a5bb72e5a59,False,/incidents/2013/8/24/little-fire/,97.0,False,2013.0,8.0,2013-08-24T15:09:00Z,2013-08-30T08:00:00Z,near Thomas Mountain south of Lake Hemet on the San Jacinto Ranger District.,33.642,-116.706,San Bernardino,Little Fire
92,2b84c8a2-e2e8-45a2-9221-e8075608c218,True,/incidents/2013/8/9/coyote-fire/,97.0,False,2013.0,8.0,2013-08-09T15:51:00Z,2013-08-12T09:30:00Z,"Southeast of Coyote Reservoir, 20 miles southeast of Bieber",40.88886,-120.958126,Lassen,Coyote Fire
93,bf59bc5b-1398-4ae5-adef-6f61b9ee1b90,True,/incidents/2013/6/12/roadrunner-fire/,96.0,False,2013.0,6.0,2013-06-12T16:43:00Z,2013-06-13T09:45:00Z,"Roadrunner Drive, south of Ione",38.27783,-120.966016,Amador,Roadrunner Fire
94,ac469123-da14-4821-b824-c6cf66138514,True,/incidents/2013/9/24/creek-fire/,94.0,False,2013.0,9.0,2013-09-24T03:20:00Z,2013-09-24T17:30:00Z,"off Toro Creek Rd, east of Cayucos",35.4393,-120.8358,San Luis Obispo,Creek Fire
95,0b51d3d5-bb3a-426d-9c12-c1878a01d7cf,True,/incidents/2013/8/1/branch-fire/,92.0,True,2013.0,8.0,2013-08-01T16:01:00Z,2013-08-04T14:45:00Z,Near Rocky Peak - North Fork Lake Oroville near Cherokee,39.6612,-121.50354,Butte,Branch Fire
96,2b765a08-c770-4b19-baa8-00dffe3fa838,True,/incidents/2013/5/19/lilly-2-fire/,91.0,True,2013.0,5.0,2013-05-19T15:07:00Z,2013-05-20T19:10:00Z,Off Road 400 & Sandy Beach Dr. in Yosemite Lakes,37.1927,-119.7917,Madera,Lilly 2 Fire
97,13850faa-5bab-4fd7-bac3-433ce9250c4d,True,/incidents/2013/5/21/water-fire/,90.0,False,2013.0,5.0,2013-05-21T14:16:00Z,2013-05-21T19:30:00Z,Off Whitewater Canyon Road in Whitewater,33.9582,-116.6534,Riverside,Water Fire
98,a97d2b3a-3a53-424f-852c-5f1b8d199cc3,True,/incidents/2013/7/7/adelaida-fire/,85.0,False,2013.0,7.0,2013-07-07T13:16:00Z,2013-07-07T22:00:00Z,"off Adelaida Rd & Vineyard Dr, west of Paso Robles",35.62743,-120.83417,San Luis Obispo,Adelaida Fire
99,e9e43213-b2fc-47bc-92cd-117ccd6e4780,True,/incidents/2013/11/22/retek-fire/,82.0,False,2013.0,11.0,2013-11-22T10:06:00Z,2013-11-22T17:30:00Z,"Off Hwy 101 at Henry Station Rd, north of Hopland",39.0442,-123.1478,Mendocino,Retek Fire
100,dd374f36-e7cb-4a48-91ee-e8be101e0f88,True,/incidents/2013/8/31/centerville-fire/,80.0,True,2013.0,8.0,2013-08-31T17:23:00Z,2013-09-01T18:00:00Z,"Off Centerville Rd in the Butte Creek Canyon in the community of Centerville, west of Magalia ",39.731878,-121.713938,Butte,Centerville Fire
103,ed51bbd2-6f8e-4f46-9073-3673a583fada,True,/incidents/2013/7/25/silverwood-fire/,75.0,False,2013.0,7.0,2013-07-25T15:09:00Z,2013-07-26T18:15:00Z, Hwy 138 west of Hwy 173,34.316,-117.352,San Bernardino,Silverwood Fire
104,7055a440-5d4c-4f58-bac9-2954ff6698a5,True,/incidents/2013/6/12/revis-fire/,75.0,True,2013.0,6.0,2013-06-12T16:40:00Z,2013-06-14T16:30:00Z,Off Revis Road & Yosemite Springs Parkway in Yosemite Lake Parks area in Coarsegold,37.169379,-119.75636,Madera,Revis Fire
105,e2c4b308-9a2d-483b-8434-999bef9adc7c,True,/incidents/2013/5/13/lytle-fire/,75.0,True,2013.0,5.0,2013-05-13T13:30:00Z,2013-05-15T08:15:00Z,"I-15 at Sierra Ave, near Lytle Creek",34.1834,-117.4408,San Bernardino,Lytle Fire
106,d8d1c943-7b5d-4885-9043-f41075d6eded,True,/incidents/2013/4/30/silverado-fire/,75.0,False,2013.0,4.0,2013-04-30T23:44:00Z,2013-05-01T17:15:00Z,"7300 block of Silverado Trail, north of Napa",38.441792,-122.350844,Napa,Silverado Fire
