,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,PopDensity,Housing,pcp,tmax,tmin,closest_weather_lat,closest_weather_lon,season,season_year,24_hour_sp_min,24_hour_sp_max,24_hour_sp_mean,24_hour_d2m_min,24_hour_d2m_max,24_hour_d2m_mean,24_hour_t2m_min,24_hour_t2m_max,24_hour_t2m_mean,24_hour_u10_min,24_hour_u10_max,24_hour_u10_mean,24_hour_v10_min,24_hour_v10_max,24_hour_v10_mean,24_hour_tp_min,24_hour_tp_max,24_hour_tp_mean,season_sp_min,season_sp_max,season_sp_mean,season_d2m_min,season_d2m_max,season_d2m_mean,season_t2m_min,season_t2m_max,season_t2m_mean,season_u10_min,season_u10_max,season_u10_mean,season_v10_min,season_v10_max,season_v10_mean,season_tp_min,season_tp_max,season_tp_mean,year_sp_min,year_sp_max,year_sp_mean,year_d2m_min,year_d2m_max,year_d2m_mean,year_t2m_min,year_t2m_max,year_t2m_mean,year_u10_min,year_u10_max,year_u10_mean,year_v10_min,year_v10_max,year_v10_mean,year_tp_min,year_tp_max,year_tp_mean,slope_max,slope_mean,slope_min,slope_stdDev,elevation_max,elevation_mean,elevation_min,elevation_stdDev,average_ndvi,percent_vegetated_below_0.5,range_-1_0,range_0_0.2,range_0.2_0.5,range_0.5_1,YEAR,MONTH_NUM,UniqueId,CalFireIncident,CanonicalUrl
1355,Riverside,2019-07-13T10:36:00Z,2019-07-13T15:13:00Z,27000 block of Orange Avenue in Nuevo,33.8128372,-117.1228851,Orange fire,96.0,False,31.36497093208157,857148.0,0.25,100.8,72.8,33.75,-117.0,Summer,2019,92455.73615,92735.22281,92601.99996,281.2921839,286.4902019,284.463926,294.2323975,308.4721849,301.2045997,-0.781671576,3.112119393,1.018060107,-0.288527496,1.467219051,0.559637971,0.0,0.0,0.0,92272.02862775244,93205.74435875818,92792.56622562064,267.97628057714826,291.8506226754336,283.815521660991,284.8279060392991,310.3235164535984,297.2704598889481,-2.06872172053904,3.985535144594896,1.2054279132326613,-1.113260740872413,2.712214008898442,0.6693900088550953,-0.0004901316543818,0.0007124594151323,9.012558193671856e-07,91435.13879934535,93953.65903342592,92850.04055024484,237.1423010331396,291.8506226754336,278.04380630271413,269.02904272592446,310.3235164535984,289.6633152007982,-5.914114652260568,5.410463419601321,0.498023140122342,-2.5665646107250324,5.417800611570161,0.453622470158214,-0.002510073449351,0.0019549509997028,-7.509640367136322e-06,29.799484252929688,4.26470246173271,0.0,3.561505630022921,679.0,487.8730995496198,428.0,51.29329163062015,0.195571719898897,97.44346529543326,0.2208709716796875,63.77067565917969,33.45756530761719,2.550888061523437,2019.0,7.0,777caabb-3850-4db2-ba02-2d95fda38db6,True,/incidents/2019/7/13/orange-fire/
1281,Riverside,2019-06-21T13:02:00Z,2019-06-24T11:43:00Z,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",33.919507,-117.103765,Jerry Fire,525.0,False,31.36497093208157,857148.0,0.0,94.5,66.7,34.0,-117.0,Summer,2019,88964.24644,89273.04256,89110.24856,283.295152,285.3466154,284.4189081,285.3407749,297.555242,291.2778103,0.137891141,2.713116965,1.396591853,0.477296232,2.290130353,1.529342275,-8.87e-05,5.23e-07,-8.97e-06,88822.93296220987,89811.0805519738,89340.03087962224,257.2509277803845,290.96530175582683,280.8217744019004,283.73734893014154,308.75306872914933,296.6410783120809,-2.0518386841053147,3.954582911133066,0.943488010766224,-1.4940470034706546,3.039556585517984,0.681010951978243,-0.0004887377499257,0.0007105427965051,9.004666977321531e-07,87816.46695844078,90329.75335994842,89313.87034109967,236.9077191843776,290.96530175582683,275.0411549049845,268.40700441653007,308.75306872914933,288.3906387255865,-4.017586892872078,4.120599436064699,0.270231983185742,-3.672484521716099,4.6537988279201,0.2973649957899003,-0.0025029296890134,0.0019492011438213,-7.483345537070891e-06,33.68804168701172,7.2420464547307475,0.0,6.003973104924094,664.0,511.17784903003474,426.0,52.59742625629272,0.1963537777171415,98.68535289419157,1.1394500732421875,61.38687133789063,36.17401123046875,1.2996673583984375,2019.0,6.0,8c666963-1f9d-43c6-bc3a-cab623d81f27,True,/incidents/2019/6/21/jerry-fire/
1312,Siskiyou,2019-06-17T17:50:00Z,2019-06-24T16:56:00Z,"off Highway 96 and Lumgrey Road, West of Gottsville",39.28926,-121.85906,Lumgrey Fire,207.0,False,0.6390767249202307,24226.0,0.13,76.6,46.2,39.25,-121.75,Summer,2019,99944.3038,100447.7985,100192.5183,282.9962857,288.4356523,286.0919014,292.3844775,307.3770791,299.5100571,-2.524000936,0.56840857,-0.714467712,0.77062919,3.501723006,1.579066159,0.0,0.0,0.0,99853.23510960126,101251.19178982344,100584.18676223177,258.01557438356065,291.724309372254,283.2761684125521,288.98657897797403,316.1345141885256,301.3896852974259,-3.3777198120338854,3.547138965199159,-0.556665355154438,-6.834164399046955,5.833203807131879,1.044412558716164,-6.06348438410495e-05,7.823288759951572e-05,-7.780739321390816e-08,98732.6715557429,102644.9614039873,100883.84640814611,253.15138441379807,292.3705372536993,279.746474147731,271.8936030574864,316.1345141885256,291.625305438365,-5.932685992337666,4.716007854294082,-0.412075248066636,-7.935833107744262,9.545110724197997,0.5941250526077523,-0.0026912810286461,0.0039048490957522,2.1244830379628148e-05,21.82044982910156,2.477727282148375,0.0,2.346767313328012,75.0,21.29410736641364,-5.0,7.824095320648337,0.4146705777037376,56.44347572463483,3.215789794921875,15.5517578125,39.07661437988281,42.15583801269531,2019.0,6.0,48d3b3c4-fcf5-47d9-920f-3b3c1b0f6fb1,False,/incidents/2019/6/17/lumgrey-fire/
508,Riverside,2017-06-26T15:10:00Z,2018-01-09T11:08:00Z,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",33.530045,-116.594422,Manzanita Fire,6309.0,False,30.696968540497902,839357.0,0.0,99.6,68.6,33.5,-116.5,Summer,2017,90079.8312,90315.04845,90180.8677,269.1892784,283.5477219,275.4575945,298.6480183,313.7002328,305.9686446,1.722952955,4.405517396,2.782487894,-2.15627036,0.854935517,-0.337944804,0.0,0.0,0.0,89534.5548273389,90528.8823226466,90073.69896718011,250.89288869478287,294.9566102878273,281.7046879994265,281.4976603076788,315.03288649994624,300.587532597098,-4.367220260072707,5.467189456146349,1.2129258920708963,-2.25015100992512,2.511577731760844,0.3527447884463253,-0.0025028520800969,0.0068937633463703,3.919405276905187e-06,88395.3548851342,91704.43402274427,90179.42493092317,235.1500283914576,294.9566102878273,275.24999893937724,272.8789463387527,315.03288649994624,291.680315610789,-4.612719474721347,6.77187088085109,1.149138759474545,-3.432280824954723,4.525221873731853,0.1909852309344839,-0.0027814683816245,0.0068937633463703,-9.57015097030698e-06,40.80826950073242,9.768924681900469,0.0,5.877170813615631,1521.0,1390.0740232483513,1212.0,73.53813044164197,0.2745470533183977,99.89051818847656,0.0,18.18466186523437,81.70585632324219,0.1094818115234375,2017.0,6.0,ca0c9a5f-7a1a-4903-b790-6eb3e85e7e64,True,/incidents/2017/6/26/manzanita-fire/
987,Inyo,2018-07-31T15:07:00Z,2019-01-04T09:29:00Z,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",37.735461,-118.970443,Owens Fire,338.0,False,0.1625530291330929,9593.0,0.67,99.5,72.8,37.75,-119.0,Summer,2018,75873.49859,75993.90004,75941.49355,271.4950363,284.5973189,279.4189366,286.7059677,300.6167548,292.8175767,-0.374891847,2.268081998,0.973436492,-0.302001346,2.173888243,0.840958261,-0.001370337,0.0,-7.69e-05,74493.7909736316,76255.37272347519,75649.4028232343,257.3271413526048,286.7502276871272,274.537591258057,271.84018522737017,303.65303017803404,289.7182017904523,-2.8227302400271945,5.341341866073572,1.370526263845926,-2.7695905383808004,5.855113926632071,0.9049512214317784,-0.0066375175058007,0.0023847762620056,-1.619936959493552e-05,73479.42166446676,76311.18112153419,75300.89963831291,239.7218203487934,286.7502276871272,267.9845267482124,250.23781341454475,303.65303017803404,278.7240276398199,-3.4180168724761497,6.553651738297418,1.1050366940318088,-5.272159971722336,7.214600235718104,0.7990911410088318,-0.0066375175058007,0.002863220389009,-4.6462222474194825e-05,30.96905899047852,6.134696182380109,0.0,5.790454435880435,2544.0,2318.045070590358,2229.0,49.42286180891183,0.3198150335573682,98.25776129765693,0.003814697265625,14.970779418945312,83.28323364257812,1.7421722412109375,2018.0,7.0,574b0b35-4c66-44ac-8797-3eadf09e495d,False,/incidents/2018/7/31/owens-fire/
1280,Napa,2019-10-06T16:36:50Z,2019-10-07T18:34:00Z,"American Canyon and Highway 80, east of American Canyon",38.165873,-122.211671,American Fire,526.0,False,16.220311027332706,55647.0,0.0,77.6,46.6,38.25,-122.25,Autumn,2019,100177.2093,100680.704,100324.0183,264.5150705,275.887779,271.7443925,285.9002682,301.8947268,293.0836546,-1.412534371,1.548187451,0.316124419,-1.856006513,0.261092229,-0.813854636,0.0,0.0,0.0,98375.72417427096,101064.34396697085,100058.41788191909,250.83376085992325,290.5220773973486,277.718000954739,273.0990155034792,311.47775572971403,290.361206538327,-4.744120227403396,5.825786115870966,1.0212743778250502,-8.813402724099062,7.044796460853558,-0.1049435738045794,-0.0014872960546758,0.0014339792092294,-1.6571762455611035e-06,98004.12206159491,101689.26357617536,100078.36632658153,250.83376085992325,292.42692712119026,280.7778990253587,272.95686780937626,312.7695939737214,289.0918055285858,-5.338965877751654,6.92599732346874,1.1116457720987811,-8.813402724099062,8.386961756455017,0.5965780906175389,-0.0024098865665677,0.001646026924616,-9.235014825552289e-06,35.06131362915039,10.600485940266266,0.0,5.512283993132541,336.0,146.1581916122506,18.0,61.70329248983053,0.217573637120864,96.31568667251356,0.3955841064453125,65.46058654785156,30.474090576171875,3.66973876953125,2019.0,10.0,74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d,True,/incidents/2019/10/6/american-fire/
833,Monterey,2017-05-14T12:00:00Z,2018-01-09T09:56:00Z,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",35.77082,-120.92482,Nacimiento Fire,20.0,False,10.686645480747911,141679.0,0.11,75.8,47.7,35.75,-121.0,Spring,2017,97746.8446,98219.95204,97958.16147,273.2967906,279.4134362,277.5556478,282.1543127,292.8215887,286.9401357,0.462590861,3.821896545,1.812649803,-3.547236723,-1.978088719,-2.791135593,0.0,0.0,0.0,97039.5890782125,99264.53049513222,98145.66535014668,269.8106484045185,289.238221546696,281.5841543809249,275.6035096293365,302.92532872572315,288.43608549992484,-2.707984188654312,6.010474736433705,0.8618498184665881,-5.072318299290769,5.861264862949534,-0.5544390036463982,-0.0018043722384649,0.0008597303018568,-1.2151191721845444e-05,95472.72139609052,99840.27818999588,98061.8361735514,259.1380332881698,297.16542997324285,282.60708704847656,274.4280655465813,312.6324168453485,289.68531847598825,-5.529482262080671,6.230577480601451,0.5288428151501899,-5.072318299290769,8.564644391323554,-0.1398267562424824,-0.0029449641014221,0.0015016704251568,-2.42272968001335e-05,40.67929458618164,11.146494294742691,0.0,6.719886696726318,489.0,332.4099971884081,230.0,62.98187008061949,0.4185055901022518,43.2118510047086,14.609527587890623,1.519775390625,35.3790283203125,48.49166870117188,2017.0,5.0,1423af4f-16d5-4f19-a01d-fc3ebc124201,True,/incidents/2017/5/14/nacimiento-fire/
1318,Santa Barbara,2019-09-09T17:42:43Z,2019-09-14T08:00:00Z,"McMurray Rd and Hwy 101, north of Buellton",34.630919,-120.187368,McMurray Fire,200.0,False,10.922250827510114,159246.0,0.0,82.2,54.8,34.75,-120.25,Autumn,2019,97504.81443,97842.39664,97611.03943,279.7234178,286.1710352,284.0951362,287.7584229,295.8813107,291.8263582,0.980917427,4.285490425,2.292541769,-4.470495924,-2.257441473,-3.45061225,-8.71e-07,0.0,-5.81e-08,96217.29162120612,98463.12917823844,97699.54391997296,257.89264447243056,291.01830823126824,279.1521099237735,276.3240623872862,305.3165060765172,290.116312095764,-4.318667709273515,5.838729777136822,0.626301770113913,-6.088382053798725,7.373960981313282,-1.187831411772014,-0.000924681368576,0.0010943892361081,-2.3670527251009952e-06,96217.29162120612,99066.06669063676,97820.84119123586,257.89264447243056,291.01830823126824,281.042679321834,274.06789418648464,305.3165060765172,288.3519807839223,-8.267047163240766,6.136996754132638,0.8509278116553473,-6.616138452838392,8.717948220754923,-0.7237778162041465,-0.0025396939190435,0.0023255553469726,1.714136501542412e-07,37.787593841552734,7.905501167578037,0.0,5.49858861097407,344.0,180.2105015687561,97.0,52.83472315052191,0.2507029813878677,94.30094206888114,0.225830078125,45.02410888671875,49.063873291015625,5.686187744140625,2019.0,9.0,4cebaf5a-70a7-4262-864b-fb3fe3b1d84d,False,/incidents/2019/9/9/mcmurray-fire/
954,Solano,2018-11-08T13:28:00Z,2019-01-04T08:47:00Z,"off Highway 12 and Nurse Blue Road, Suisun City",38.21396,-121.9424,Nurse Fire,1500.0,False,45.71775681771581,158818.0,3.32,68.4,44.4,38.25,-122.0,Autumn,2018,100537.7101,100833.8046,100685.499,261.1094458,278.65178,267.7139366,281.0569469,297.776406,289.8482722,-0.999325294,1.378857153,0.086002447,-4.619393105,-0.144293819,-2.139155689,0.0,0.0,0.0,98776.12831798484,102081.74241412722,100476.72286848434,255.1793954471545,290.87224771335684,279.97908086760293,275.7012293611891,306.3408612660253,290.3223410775289,-3.8754736539265497,4.59439299614592,1.191914096749403,-6.839156184070519,5.715192963289592,0.3592255403770483,-0.0022353161576993,0.002074403171837,-2.19238253504569e-06,98776.12831798484,102148.9191895686,100603.89376194336,251.48176175128071,290.87224771335684,280.6614021105606,272.3552257544885,312.2503353778594,289.37041089733265,-3.8754736539265497,7.806470742355965,1.520021259118098,-7.785401342945925,6.178829375721026,0.7424309206323277,-0.0022353161576993,0.0023486996851041,-2.1334260414542973e-06,26.955211639404297,4.360806923860168,0.0,4.173316351839558,119.0,21.034408594175854,-9.0,29.699816447172115,0.1476088879155178,99.53096854350902,11.267471313476562,63.72795104980469,24.588394165039062,0.4161834716796875,2018.0,11.0,b8fe54be-15a8-4088-b0bb-16992df93a7e,False,/incidents/2018/11/8/nurse-fire/
892,Riverside,2017-05-23T13:13:00Z,2018-01-09T10:08:00Z,Ironwood Avenue and Moreno Beach Drive,33.94673,-117.17773,Moreno Fire,10.0,False,30.696968540497902,839357.0,0.22,86.4,59.0,34.0,-117.25,Spring,2017,92355.02357,92572.06495,92487.19963,276.3300132,284.987917,281.0140403,290.6496776,305.7260782,297.2806979,-0.979530286,3.507179499,1.125056964,-0.088980133,1.317952327,0.766722831,0.0,0.0,0.0,91589.4983176415,93383.02990191964,92482.73604461637,252.5896638167612,286.6110647996487,277.01996618188144,274.3168095222876,305.81435744352365,289.3696834479947,-3.035648454858785,4.472245377306627,0.4894925183859407,-3.878054250611483,3.8188817465450673,0.5900067733091547,-0.0002855561947525,0.0012010097569148,-2.242948493644765e-06,90720.2636362596,93988.17975390262,92513.84599387672,239.8543680951936,294.24487950030453,278.0947026744576,273.35178444200096,313.1197666039393,290.9215200379524,-3.237824278687077,4.672429321097201,0.1995040963660651,-5.205794869437277,4.818998056829432,0.4442893267945141,-0.0026894127391418,0.0033015521444762,-5.937238962982227e-06,34.45796585083008,5.257606399157612,0.0,4.37921322197095,737.0,576.2909321630767,502.0,46.231971993617485,0.2014088948567708,99.42480407628832,0.6526947021484375,50.59623718261719,48.17962646484375,0.571441650390625,2017.0,5.0,fccf2545-cab8-452e-829c-8379054831f0,True,/incidents/2017/5/23/moreno-fire/
672,Fresno,2017-07-05T15:40:00Z,2018-01-09T11:45:00Z,"off Auberry Rd, north of Clovis",36.95104,-119.65621,Auberry Fire,91.0,True,15.219405891626224,330920.0,0.01,91.9,61.3,37.0,-119.75,Summer,2017,98660.44981,99072.6146,98851.89795,283.1048424,286.9881259,285.3168694,292.9001935,311.0893442,302.3859285,-0.562231418,1.829020567,0.620094626,-2.246957791,1.329447917,-0.429936132,0.0,0.0,0.0,97930.74173126517,99525.40781648178,98697.62281641432,272.5694418802925,295.2990888956165,284.9213801877223,282.7093835287906,316.8492620270021,301.71370737538024,-1.8415163722473464,5.352158383968183,1.3764790446923068,-3.1276476959600603,2.8270678066525914,-0.9267530537618052,-0.0004831390371545,0.0001692109259827,-3.200382345545962e-07,96763.74338596583,101089.60257522928,99092.28273595696,264.3521864243477,295.2990888956165,281.1579254422566,271.2947572971794,316.8492620270021,291.76941485537856,-6.155928533942718,6.946658354160771,0.5260703841764598,-4.655922491943766,5.497876497335357,-0.5823100723680208,-0.0038079602353847,0.0031986784331429,2.1196173076177632e-05,40.62800598144531,10.694865837856597,0.0,6.422621721077152,480.0,208.4024566001271,113.0,56.21096167909335,0.1847086887733609,98.92691548455215,0.28533935546875,79.90264892578125,18.741989135742188,1.0700225830078125,2017.0,7.0,89f34aa8-eaf3-4d19-8ef0-005102e82831,True,/incidents/2017/7/5/auberry-fire/
1124,Mendocino,2018-11-08T11:58:00Z,2019-01-04T08:49:00Z,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",39.62194,-123.28774,Brushy Fire,35.0,False,2.0972834419317747,40907.0,6.32,62.4,39.6,39.5,-123.25,Autumn,2018,93639.17197,93835.01811,93746.95625,259.9880746,271.6499219,265.733424,277.0961797,293.4413838,284.0023472,-2.255108381,2.521511079,-0.106889359,-1.730855251,-0.267021105,-0.897727693,0.0,0.0,0.0,91453.34305044786,94826.65066645812,93547.3977857163,254.38844671466657,290.1060806643933,277.049830180527,272.27075441518895,303.82197285663324,286.99904107713274,-3.21843529611982,4.238703058085135,0.1274505220526574,-2.9788790979566264,4.8904893191820165,-0.3784520771107377,-0.0015381219929756,0.0025499840784514,4.570664635641567e-06,91453.34305044786,94881.94232009065,93615.75696310602,254.38844671466657,291.2191912826988,278.4220787846684,267.9568500456805,309.1976350326157,286.2866809420249,-3.838422618711884,4.792986544896527,0.3685520064302186,-3.874728994611225,5.651754221435163,-0.3664701923371566,-0.0015381219929756,0.0025499840784514,7.106081561352333e-07,43.99155426025391,17.6978230376495,0.0,7.01004631108919,1305.0,818.1586903429112,314.0,271.36879047181293,0.5120132446289063,40.98018411370472,0.05035400390625,3.740692138671875,37.21885681152344,58.99009704589844,2018.0,11.0,10d67079-faa9-4034-a4d7-8346b450e7de,True,/incidents/2018/11/8/brushy-fire/
1261,Kern,2019-05-07T15:47:00Z,2019-05-09T09:37:00Z,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",35.72057,-119.62762,Refuge Fire,2500.0,False,10.230793744736063,302898.0,1.26,73.1,49.4,35.75,-119.75,Spring,2019,99399.46183,100071.4859,99683.17917,276.6524256,282.28239,280.1019817,286.4165487,299.0563216,291.6383442,1.144120113,4.833626341,2.721675727,-1.087146212,2.135265126,0.790215086,-5.23e-07,0.0,-2.18e-08,98706.5023928784,100984.26632860544,99855.61901604084,259.3700590006914,290.19614396325136,279.2905693542979,277.7853406826642,308.55633632051087,291.47628914482425,-5.977144654946476,7.373397788962463,1.1880664731246289,-7.18579956020227,6.197592575168475,-0.1424903355142428,-0.0013522615604896,0.0018362948828759,1.8318669635574748e-06,98254.29925857965,101436.99284616148,99815.4079431623,244.4211051288613,290.19614396325136,279.00394730691403,273.3719390761568,314.5413228330201,292.9217286270372,-5.977144654946476,7.373397788962463,0.8645074134754556,-7.18579956020227,6.48485238730399,-0.1898854597246288,-0.0020427669804381,0.0019551252377598,-3.2448854590579327e-06,13.868924140930176,1.8180789755399656,0.0,1.2089654759284425,77.0,68.40548693096977,59.0,1.5358607648892868,0.3404293883080575,87.39270099726077,0.009918212890625,5.1692962646484375,82.21473693847656,12.606048583984377,2019.0,5.0,6f329208-5aa0-45fc-a4ec-db9caf865ca7,False,/incidents/2019/5/7/refuge-fire/
1047,Fresno,2018-05-26T14:52:00Z,2019-01-04T10:22:00Z,"Cobblestone Lane and Thernal Road, Tivy Valley",36.75581,-119.42172,Cobble Fire,108.0,False,15.320979258755523,333779.0,0.26,72.5,46.6,36.75,-119.5,Spring,2018,98999.87865,99332.66207,99140.86376,279.5759303,283.199219,281.7242355,286.9136264,293.9224012,290.4004645,1.317599442,3.008608689,2.138156368,-2.422752557,1.213413833,-0.804619976,-0.000208442,6.47e-05,-5.92e-06,97754.52458684937,100204.92665718036,98934.82830124344,268.8330704989667,289.1726372516399,281.1824443750244,275.06417467730466,309.40998659391056,290.0153185256547,-5.9320531152419,5.306266886070356,0.7315527468258342,-4.519788351037567,5.209461684767836,-0.5201864092225544,-0.001198830376878,0.0033379423295067,4.3513169422749926e-05,97430.52583145132,100350.6485854455,98914.90664049196,259.6318379203765,291.3276111481182,279.5874893166585,272.6766861290453,314.7398934611058,292.18953617692546,-5.9320531152419,5.454471026929017,0.7068050054723307,-4.519788351037567,5.415192931716311,-0.5550657641918217,-0.0015495748745316,0.0033379423295067,1.838033869471793e-05,39.125335693359375,6.750685906882906,0.0,7.477404759602137,632.0,194.6029596274425,128.0,98.1332389236768,0.3552376242244946,83.88849461627099,0.022125244140625,7.44476318359375,76.4251708984375,16.107940673828125,2018.0,5.0,737f9bb2-5a43-4730-94c1-4031bce6d626,True,/incidents/2018/5/26/cobble-fire/
509,Butte,2017-10-09T00:57:00Z,2018-02-09T09:50:00Z,"La Porte Rd and Oro Bangor Hwy, Bangor",39.39455,-121.40613,LaPorte Fire (Wind Complex),6151.0,True,12.668956348327056,99438.0,0.7,78.4,47.8,39.5,-121.5,Autumn,2017,96948.70968,97151.31728,97043.3089,266.2631501,277.5080503,273.4649621,286.7653912,302.6181654,293.4959776,-1.525305416,1.279759647,-0.314947811,-5.20260165,0.673560656,-2.26832575,0.0,0.0,0.0,96777.10800283829,98841.1394326141,97602.4678219394,255.621770839468,292.5190996753864,278.99467978831416,275.0448108986442,315.3061893422329,290.80437613104846,-4.799458228257331,4.739655272370156,-0.6641816571243035,-5.202601650055781,7.093847544206765,-0.0134134146401338,-0.0011128322900577,0.003408916374955,4.575501435273695e-05,95146.09015972869,99607.19927174096,97612.2270281146,255.621770839468,292.9820593569256,279.8036960402841,270.5353140009137,316.6569825937119,290.57822013224745,-6.269963666102026,4.830285814086286,-0.6478925487516966,-5.463806995462106,8.80413584493571,0.4827646312548983,-0.0011128322900577,0.0037636673874495,6.362002183275e-05,25.40424537658692,6.783912227107613,0.0,3.911930866551634,441.0,258.9155591579399,137.0,52.59839310667648,0.2902148976045496,95.32284024483025,0.2193450927734375,16.317367553710938,78.79638671875,4.666900634765625,2017.0,10.0,4ca0e06c-4e6e-4e00-a4a4-6813e3200bd5,True,/incidents/2017/10/9/laporte-fire-wind-complex/
383,Los Angeles,2016-05-23T14:15:00Z,2016-05-25T18:45:00Z,"Hwy 210 and Wheatland Ave, southeast of Lake View Terrace",34.276,-118.354,Wheatland Fire,156.0,False,197.4005162400516,3525319.0,0.31,73.5,51.6,34.25,-118.25,Spring,2016,94799.53137,95284.13034,94997.50037,276.0155519,281.9360286,280.094071,282.5611549,294.4055528,288.294183,-1.224155672,2.917011047,0.490788269,0.023941409,3.098836515,1.210740525,0.0,0.0,0.0,94185.32428795416,95729.17021672288,95039.99184460644,251.001357388886,287.39624158555307,279.05898625350346,277.6711393416309,304.7035568917434,289.224287051063,-3.8393235834620656,4.961712115047387,0.2735109348231624,-5.126579269649705,6.332472724327209,0.5855396796497492,-0.0028772939721851,0.0022564716818473,1.982741464094435e-06,93781.40505642197,96264.25909560831,95132.4931693507,242.6629485560092,291.84304896932366,278.46673703696416,273.9487576357418,314.2741413922959,291.0512840475867,-3.8393235834620656,4.961712115047387,-0.048820019924472,-6.583228743271146,7.842226235991298,0.1569169337341315,-0.0028772939721851,0.0022564716818473,2.9818626944819166e-06,42.13984680175781,9.958245495978112,0.0,7.746703627374779,607.0,402.0118402910704,300.0,72.10576362647222,0.1114870856789981,99.94544982910156,0.0,95.29762268066406,4.6478271484375,0.0545501708984375,2016.0,5.0,ace1f464-7a70-4dcc-b8c5-d64fb1021d0e,False,/incidents/2016/5/23/wheatland-fire/
1399,Napa,2019-06-08T14:37:00Z,2019-06-17T08:46:00Z,"Pope Valley Rd, northeast of Calistoga",38.63047,-122.47282,Ink Fire,50.0,False,16.220311027332706,55647.0,0.0,86.2,56.3,38.75,-122.5,Summer,2019,97073.02325,97281.85317,97185.20173,266.7311923,278.0283384,271.9756379,287.5434956,298.144302,292.6323357,-0.946562566,1.2617386,0.142229144,-4.73589241,-1.91613066,-3.212367788,0.0,0.0,0.0,96212.58117189047,97392.81041707992,96870.6488614691,262.0936896005005,292.4314383105895,283.2373217188732,284.85747275967253,312.8594313163944,298.1703402872472,-2.337161999835275,5.104880460150891,1.0014268502159656,-5.797478353982843,3.1780243173718894,0.3661978149347668,-0.0002813944620784,0.0001573369654841,-1.901783140421086e-07,94910.40362775244,98550.0107989486,97025.309633593,248.9988345717703,292.4314383105895,278.88520608148895,272.4314899319719,312.8594313163944,289.5333079582937,-4.4874980736107695,5.922019423543201,0.5835458057958436,-7.629139227980128,7.524575005435075,-0.0188580384960432,-0.0020093132734913,0.0016622310639184,-1.4596017509013644e-05,43.64241027832031,11.373809106969697,0.0,7.7957438010442335,811.0,365.8957227945336,209.0,148.1883844492917,0.5560669842888327,35.69802046733099,0.6595611572265625,1.1188507080078125,34.343719482421875,63.87786865234375,2019.0,6.0,78c1dacb-653a-42fe-b025-ab80ec4996bd,True,/incidents/2019/6/8/ink-fire/
559,Nevada,2017-10-09T00:01:00Z,2018-02-09T09:51:00Z,"near Lone Lobo Trail, Rough and Ready",39.24549,-121.12792,Lobo Fire (Wind Complex),821.0,True,9.4849265407365,53864.0,0.95,70.6,40.9,39.25,-121.25,Autumn,2017,96226.48579,96367.61614,96296.82822,267.5873264,280.2902707,273.6181199,284.5076195,301.6350007,292.6679566,-1.679178149,2.557550691,-0.188857655,-5.321389411,1.026092075,-1.58133121,0.0,0.0,0.0,96061.2991231517,98080.4254402362,96887.69702540588,259.4738185029729,292.1074560067408,278.30508919607394,274.2829489931547,314.75232782998825,290.3523226739616,-7.035343570594844,5.019514417669417,-0.4666405569139921,-5.321389411047411,7.303322735632864,0.2673682370586446,-0.0011126281755511,0.0032137829066323,3.898166510716936e-05,94477.85931610792,98835.25900119024,96900.99879457898,259.4738185029729,295.4820416372368,279.5278624105165,269.970568747162,315.17679374876093,289.90804850311247,-7.035343570594844,5.019514417669417,-0.3368582070265022,-5.321389411047411,9.524526137401075,0.751397419523492,-0.0016245473581382,0.0032137829066323,4.410595267745682e-05,40.19589614868164,9.755491200792772,0.0,6.122835018916924,757.0,638.490096705659,428.0,51.15003571201502,0.4901965272192861,45.13048721843537,0.048065185546875,2.6996612548828125,42.40913391113281,54.8431396484375,2017.0,10.0,29c37ab7-3af9-458f-b6d3-72023a8c1046,True,/incidents/2017/10/9/lobo-fire-wind-complex/
